bug_id,benchmark,project,agent,mode,hunk_count,hunk_divergence,proximity_class,localization,repair,compile_fail,failed_test_prior,failed_test_after,regression_reduction,fail_to_pass_resolved,no_regressions,failed_tests,num_expected_edits,correct_edits,ote,missed_edits,total_input_tokens,total_output_tokens,cache_creation_tokens,cache_read_tokens,time_duration_s
Closure_54,hunk4j,Closure,codex,vanilla,3,0.7453,Fragment,0,0,0,3,3,0,,,,2,1,1,1,135720,15815,,,811.0
Closure_60,hunk4j,Closure,codex,vanilla,2,0.4113,Cluster,1,1,0,2,0,2,,,,1,1,0,0,71595,3761,,,426.0
Closure_64,hunk4j,Closure,codex,vanilla,2,0.4077,Cluster,1,1,0,1,0,1,,,,1,1,0,0,39845,3178,,,344.0
Closure_68,hunk4j,Closure,codex,vanilla,3,0.5748,Cluster,1,1,0,1,0,1,,,,1,1,0,0,57426,2776,,,383.0
Closure_72,hunk4j,Closure,codex,vanilla,2,0.3791,Orbit,0,1,0,1,0,1,,,,2,1,0,1,42973,4183,,,303.0
Closure_74,hunk4j,Closure,codex,vanilla,2,0.2081,Cluster,1,1,0,3,0,3,,,,1,1,0,0,92470,7276,,,385.0
Closure_75,hunk4j,Closure,codex,vanilla,2,0.3633,Cluster,1,1,0,1,0,1,,,,1,1,0,0,41569,1860,,,322.0
Closure_76,hunk4j,Closure,codex,vanilla,4,0.6529,Cluster,1,1,0,4,0,4,,,,1,1,0,0,40693,7522,,,390.0
Closure_79,hunk4j,Closure,codex,vanilla,2,0.3754,Orbit,1,1,0,5,0,5,,,,2,2,0,0,62683,3302,,,310.0
Closure_80,hunk4j,Closure,codex,vanilla,2,0.1939,Cluster,1,1,0,2,0,2,,,,1,1,0,0,29744,2695,,,211.0
Closure_84,hunk4j,Closure,codex,vanilla,3,0.4710,Cluster,1,1,0,1,0,1,,,,1,1,0,0,104659,13850,,,687.0
Closure_85,hunk4j,Closure,codex,vanilla,3,0.6454,Cluster,1,0,1,2,0,undefined,,,,1,1,1,0,91325,12995,,,1016.0
Closure_89,hunk4j,Closure,codex,vanilla,2,0.3663,Orbit,1,1,0,8,0,8,,,,2,2,0,0,122729,9277,,,634.0
Closure_90,hunk4j,Closure,codex,vanilla,2,0.4665,Fragment,0,0,0,2,2,0,,,,2,1,1,1,140292,11800,,,1073.0
Closure_98,hunk4j,Closure,codex,vanilla,3,0.3879,Cluster,0,1,0,1,0,1,,,,1,0,1,1,41554,3655,,,376.0
Closure_99,hunk4j,Closure,codex,vanilla,2,0.5171,Nucleus,1,1,0,3,0,3,,,,1,1,0,0,12882,5902,,,170.0
Closure_100,hunk4j,Closure,codex,vanilla,2,0.3824,Cluster,1,1,0,9,0,9,,,,1,1,0,0,24964,8473,,,230.0
Closure_103,hunk4j,Closure,codex,vanilla,2,0.3851,Orbit,1,1,0,3,0,3,,,,2,2,0,0,69355,4054,,,403.0
Closure_105,hunk4j,Closure,codex,vanilla,2,0.2015,Nucleus,1,1,0,1,0,1,,,,1,1,0,0,32561,3636,,,227.0
Closure_106,hunk4j,Closure,codex,vanilla,2,0.4544,Fragment,0,0,0,4,1,3,,,,2,1,2,1,127698,12345,,,1040.0
Closure_108,hunk4j,Closure,codex,vanilla,4,0.9080,Cluster,1,1,0,1,0,1,,,,1,1,0,0,36138,3512,,,343.0
Closure_110,hunk4j,Closure,codex,vanilla,6,0.7764,Fragment,0,1,0,2,0,2,,,,2,1,0,1,44645,3350,,,277.0
Closure_115,hunk4j,Closure,codex,vanilla,2,0.3925,Nucleus,1,0,0,5,52,-47,,,,1,1,0,0,116306,12194,,,1335.0
Closure_116,hunk4j,Closure,codex,vanilla,2,0.3688,Nucleus,1,0,0,8,12,-4,,,,1,1,1,0,119787,11000,,,1540.0
Closure_117,hunk4j,Closure,codex,vanilla,2,0.0000,Nucleus,1,1,0,1,0,1,,,,1,1,0,0,61414,4432,,,476.0
Closure_134,hunk4j,Closure,codex,vanilla,6,0.9513,Orbit,0,0,0,2,2,0,,,,2,1,0,1,129165,6340,,,977.0
Closure_135,hunk4j,Closure,codex,vanilla,3,0.6944,Fragment,0,0,0,2,2,0,,,,2,1,3,1,125111,17165,,,905.0
Closure_136,hunk4j,Closure,codex,vanilla,2,0.3806,Orbit,0,0,0,4,3,1,,,,2,1,1,1,116559,10868,,,728.0
Closure_137,hunk4j,Closure,codex,vanilla,10,1.1140,Orbit,0,1,0,5,0,5,,,,3,2,0,1,121877,16975,,,1194.0
Closure_138,hunk4j,Closure,codex,vanilla,3,0.5721,Orbit,0,1,0,5,0,5,,,,2,1,1,1,94488,12839,,,741.0
Closure_139,hunk4j,Closure,codex,vanilla,4,0.5309,Cluster,1,1,0,3,0,3,,,,1,1,1,0,93710,6779,,,741.0
Closure_140,hunk4j,Closure,codex,vanilla,3,0.4613,Cluster,1,0,0,1,1,0,,,,1,1,1,0,105777,11327,,,1111.0
Closure_141,hunk4j,Closure,codex,vanilla,3,0.4671,Orbit,1,1,0,8,0,8,,,,2,2,0,0,86973,6589,,,342.0
Closure_142,hunk4j,Closure,codex,vanilla,3,0.5527,Sprawl,1,1,0,2,0,2,,,,2,2,0,0,52226,4465,,,291.0
Closure_143,hunk4j,Closure,codex,vanilla,2,0.3635,Orbit,1,1,0,3,0,3,,,,2,2,0,0,82733,4444,,,361.0
Closure_144,hunk4j,Closure,codex,vanilla,9,1.3062,Fragment,0,1,0,84,0,84,,,,4,1,0,3,127439,12500,,,1028.0
Closure_147,hunk4j,Closure,codex,vanilla,2,0.3678,Orbit,1,1,0,3,0,3,,,,2,2,0,0,46694,3161,,,199.0
Closure_148,hunk4j,Closure,codex,vanilla,16,0.6198,Orbit,1,0,1,6,0,undefined,,,,2,2,1,0,83168,9120,,,672.0
Closure_149,hunk4j,Closure,codex,vanilla,7,0.9880,Orbit,0,1,0,1,0,1,,,,4,3,0,1,81061,11830,,,618.0
Closure_151,hunk4j,Closure,codex,vanilla,3,0.2275,Cluster,1,1,0,1,0,1,,,,1,1,0,0,43378,2827,,,276.0
Closure_153,hunk4j,Closure,codex,vanilla,12,1.1288,Orbit,0,1,0,2,0,2,,,,2,1,0,1,61352,4656,,,580.0
Closure_154,hunk4j,Closure,codex,vanilla,6,0.8958,Orbit,0,1,0,1,0,1,,,,2,1,0,1,42481,4322,,,388.0
Closure_155,hunk4j,Closure,codex,vanilla,7,0.8895,Orbit,0,1,0,7,0,7,,,,3,1,0,2,103331,10813,,,577.0
Closure_156,hunk4j,Closure,codex,vanilla,7,0.7298,Cluster,1,0,1,2,0,undefined,,,,1,1,1,0,107374,12595,,,881.0
Closure_157,hunk4j,Closure,codex,vanilla,7,1.0781,Sprawl,0,0,0,12,4,8,,,,3,2,1,1,155634,30127,,,1520.0
Closure_158,hunk4j,Closure,codex,vanilla,11,1.1637,Orbit,0,1,0,2,0,2,,,,3,2,0,1,44720,4273,,,221.0
Closure_160,hunk4j,Closure,codex,vanilla,2,0.0000,Nucleus,1,1,0,1,0,1,,,,1,1,0,0,54042,2658,,,278.0
Closure_162,hunk4j,Closure,codex,vanilla,6,0.9989,Orbit,0,1,0,1,0,1,,,,2,1,0,1,40565,3666,,,339.0
Closure_163,hunk4j,Closure,codex,vanilla,18,0.7487,Orbit,1,1,0,3,0,3,,,,2,2,0,0,50283,6663,,,405.0
Closure_164,hunk4j,Closure,codex,vanilla,2,0.1318,Nucleus,1,1,0,3,0,3,,,,1,1,0,0,49485,4262,,,246.0
Closure_165,hunk4j,Closure,codex,vanilla,10,1.1176,Orbit,0,1,0,1,0,1,,,,4,1,0,3,124230,8942,,,862.0
Closure_167,hunk4j,Closure,codex,vanilla,6,1.0522,Fragment,0,1,0,3,0,3,,,,2,1,1,1,92836,8803,,,803.0
Closure_169,hunk4j,Closure,codex,vanilla,21,1.4079,Orbit,0,1,0,2,0,2,,,,6,1,0,5,93654,4632,,,602.0
Closure_171,hunk4j,Closure,codex,vanilla,2,0.3635,Orbit,0,0,0,3,3,0,,,,2,1,0,1,142868,18027,,,1017.0
Closure_173,hunk4j,Closure,codex,vanilla,2,0.3657,Orbit,1,1,0,3,0,3,,,,2,2,0,0,204400,12642,,,1565.0
Closure_174,hunk4j,Closure,codex,vanilla,7,1.0005,Orbit,0,1,0,3,0,3,,,,3,1,0,2,48823,5256,,,504.0
Closure_175,hunk4j,Closure,codex,vanilla,4,0.5506,Cluster,1,1,0,5,0,5,,,,1,1,0,0,78787,5532,,,662.0
Closure_176,hunk4j,Closure,codex,vanilla,3,0.1168,Nucleus,1,0,0,1,9,-8,,,,1,1,0,0,80893,4786,,,855.0
Codec_1,hunk4j,Codec,codex,vanilla,3,0.3572,Orbit,0,0,0,0,5,-5,,,,3,0,0,3,24224,1612,,,115.0
Codec_6,hunk4j,Codec,codex,vanilla,3,0.4685,Nucleus,1,1,0,1,0,1,,,,1,1,0,0,28101,2363,,,95.0
Codec_8,hunk4j,Codec,codex,vanilla,2,0.3380,Orbit,0,1,0,1,0,1,,,,2,1,0,1,32026,3451,,,126.0
Codec_11,hunk4j,Codec,codex,vanilla,7,0.4740,Cluster,1,0,0,5,2,3,,,,1,1,0,0,83813,19848,,,957.0
Codec_12,hunk4j,Codec,codex,vanilla,2,0.0000,Cluster,1,1,0,12,0,12,,,,1,1,0,0,50243,4808,,,362.0
Codec_13,hunk4j,Codec,codex,vanilla,3,0.5858,Sprawl,0,1,0,2,0,2,,,,3,1,0,2,72085,3442,,,112.0
Codec_14,hunk4j,Codec,codex,vanilla,5,0.7006,Orbit,0,1,0,1,0,1,,,,6,1,0,5,95833,7770,,,293.0
Collections_25,hunk4j,Collections,codex,vanilla,3,0.0784,Cluster,1,1,0,1,0,1,,,,1,1,0,0,37182,2620,,,184.0
Compress_2,hunk4j,Compress,codex,vanilla,6,0.5406,Cluster,1,1,0,1,0,1,,,,1,1,0,0,27957,7078,,,187.0
Compress_3,hunk4j,Compress,codex,vanilla,4,0.5396,Cluster,1,1,0,1,0,1,,,,1,1,0,0,38410,2782,,,151.0
Compress_4,hunk4j,Compress,codex,vanilla,4,0.3766,Sprawl,0,1,0,10,0,10,,,,4,1,0,3,68416,4662,,,404.0
Compress_6,hunk4j,Compress,codex,vanilla,2,0.4138,Cluster,1,1,0,1,0,1,,,,1,1,0,0,17877,1856,,,78.0
Compress_9,hunk4j,Compress,codex,vanilla,2,0.2798,Cluster,1,1,0,1,0,1,,,,1,1,0,0,19069,1379,,,92.0
Compress_10,hunk4j,Compress,codex,vanilla,2,0.2093,Nucleus,1,1,0,1,0,1,,,,1,1,0,0,21399,2509,,,104.0
Compress_11,hunk4j,Compress,codex,vanilla,2,0.3961,Nucleus,1,1,0,1,0,1,,,,1,1,0,0,24056,3609,,,158.0
Compress_20,hunk4j,Compress,codex,vanilla,6,0.5219,Cluster,1,1,0,1,0,1,,,,1,1,0,0,25440,3129,,,152.0
Compress_22,hunk4j,Compress,codex,vanilla,7,0.8540,Cluster,1,1,0,1,0,1,,,,1,1,0,0,25256,3692,,,207.0
Compress_29,hunk4j,Compress,codex,vanilla,14,0.8019,Sprawl,1,1,0,3,0,3,,,,7,7,1,0,142203,15261,,,514.0
Compress_33,hunk4j,Compress,codex,vanilla,3,0.4669,Sprawl,1,1,0,1,0,1,,,,2,2,0,0,45413,3760,,,140.0
Compress_34,hunk4j,Compress,codex,vanilla,2,0.3288,Cluster,1,1,0,1,0,1,,,,1,1,0,0,20379,2921,,,146.0
Compress_35,hunk4j,Compress,codex,vanilla,2,0.3817,Nucleus,1,1,0,1,0,1,,,,1,1,0,0,30082,3249,,,169.0
Compress_39,hunk4j,Compress,codex,vanilla,2,0.2865,Cluster,1,1,0,1,0,1,,,,1,1,0,0,13125,2524,,,137.0
Compress_40,hunk4j,Compress,codex,vanilla,3,0.4210,Nucleus,1,1,0,2,0,2,,,,1,1,0,0,20319,5299,,,185.0
Compress_42,hunk4j,Compress,codex,vanilla,2,0.3196,Orbit,0,1,0,1,0,1,,,,2,1,0,1,25756,2214,,,188.0
Compress_43,hunk4j,Compress,codex,vanilla,4,0.6706,Cluster,1,1,0,1,0,1,,,,1,1,0,0,58105,3479,,,147.0
Compress_47,hunk4j,Compress,codex,vanilla,3,0.5763,Cluster,1,0,0,1,14,-13,,,,1,1,0,0,58148,6958,,,268.0
Csv_7,hunk4j,Csv,codex,vanilla,2,0.4943,Cluster,1,1,0,1,0,1,,,,1,1,0,0,40999,2026,,,379.0
Csv_8,hunk4j,Csv,codex,vanilla,2,0.2832,Cluster,1,1,0,1,0,1,,,,1,1,0,0,18775,1257,,,81.0
Csv_13,hunk4j,Csv,codex,vanilla,2,0.3325,Orbit,1,1,0,2,0,2,,,,2,2,0,0,31231,2353,,,135.0
Csv_16,hunk4j,Csv,codex,vanilla,4,0.6150,Cluster,1,1,0,1,0,1,,,,1,1,0,0,38282,4307,,,181.0
Gson_1,hunk4j,Gson,codex,vanilla,2,0.4149,Cluster,0,0,0,1,2,-1,,,,1,0,0,1,56877,6387,,,357.0
Gson_3,hunk4j,Gson,codex,vanilla,2,0.4110,Cluster,0,1,0,2,0,2,,,,1,0,0,1,33705,2503,,,112.0
Gson_4,hunk4j,Gson,codex,vanilla,12,0.5309,Orbit,0,1,0,3,0,3,,,,2,0,0,2,34928,2241,,,144.0
Gson_7,hunk4j,Gson,codex,vanilla,2,0.0000,Cluster,0,1,0,3,0,3,,,,1,0,0,1,38168,5142,,,205.0
Gson_8,hunk4j,Gson,codex,vanilla,5,0.7323,Cluster,0,1,0,2,0,2,,,,1,0,0,1,10694,2227,,,58.0
Gson_9,hunk4j,Gson,codex,vanilla,3,0.4268,Sprawl,0,1,0,1,0,1,,,,3,0,0,3,76714,6523,,,480.0
Gson_14,hunk4j,Gson,codex,vanilla,2,0.0926,Cluster,0,1,0,7,0,7,,,,1,0,0,1,49651,11439,,,266.0
JacksonCore_1,hunk4j,JacksonCore,codex,vanilla,3,0.5461,Sprawl,0,1,0,1,0,1,,,,2,1,0,1,26948,2915,,,179.0
JacksonCore_2,hunk4j,JacksonCore,codex,vanilla,8,0.6674,Orbit,1,1,0,2,0,2,,,,2,2,3,0,85999,18541,,,589.0
JacksonCore_9,hunk4j,JacksonCore,codex,vanilla,6,0.0000,Sprawl,0,1,0,2,0,2,,,,3,1,0,2,38065,1770,,,105.0
JacksonCore_10,hunk4j,JacksonCore,codex,vanilla,2,0.3797,Cluster,1,0,0,4,3,1,,,,1,1,0,0,189677,24293,,,717.0
JacksonCore_12,hunk4j,JacksonCore,codex,vanilla,8,0.7706,Orbit,0,1,0,1,0,1,,,,2,1,0,1,60180,11641,,,379.0
JacksonCore_16,hunk4j,JacksonCore,codex,vanilla,3,0.4179,Cluster,1,1,0,1,0,1,,,,1,1,0,0,86344,8766,,,337.0
JacksonCore_17,hunk4j,JacksonCore,codex,vanilla,3,0.5867,Cluster,1,1,0,1,0,1,,,,1,1,0,0,30000,2052,,,125.0
JacksonCore_18,hunk4j,JacksonCore,codex,vanilla,4,0.5565,Sprawl,0,1,0,1,0,1,,,,3,2,0,1,35625,6054,,,162.0
JacksonCore_19,hunk4j,JacksonCore,codex,vanilla,2,0.0000,Orbit,1,1,0,1,0,1,,,,2,2,0,0,53423,2316,,,225.0
JacksonCore_21,hunk4j,JacksonCore,codex,vanilla,2,0.3138,Nucleus,1,1,0,3,0,3,,,,1,1,0,0,20931,2282,,,115.0
JacksonCore_22,hunk4j,JacksonCore,codex,vanilla,7,0.9955,Cluster,1,1,0,12,0,12,,,,1,1,0,0,52056,7375,,,291.0
JacksonCore_24,hunk4j,JacksonCore,codex,vanilla,4,0.5049,Orbit,1,1,0,8,0,8,,,,2,2,0,0,51179,4433,,,298.0
JacksonDatabind_3,hunk4j,JacksonDatabind,codex,vanilla,2,0.5418,Cluster,1,1,0,1,0,1,,,,1,1,2,0,64046,4968,,,269.0
JacksonDatabind_4,hunk4j,JacksonDatabind,codex,vanilla,4,0.5489,Cluster,1,1,0,1,0,1,,,,1,1,0,0,58789,6871,,,453.0
JacksonDatabind_6,hunk4j,JacksonDatabind,codex,vanilla,2,0.2770,Nucleus,1,1,0,2,0,2,,,,1,1,2,0,58928,8996,,,484.0
JacksonDatabind_8,hunk4j,JacksonDatabind,codex,vanilla,2,0.1345,Nucleus,0,1,0,1,0,1,,,,1,0,2,1,57242,4173,,,447.0
JacksonDatabind_10,hunk4j,JacksonDatabind,codex,vanilla,5,0.6590,Orbit,1,1,0,1,0,1,,,,2,2,0,0,56627,5857,,,416.0
JacksonDatabind_13,hunk4j,JacksonDatabind,codex,vanilla,2,0.0000,Sprawl,0,0,0,1,1,0,,,,2,1,3,1,149814,12970,,,559.0
JacksonDatabind_14,hunk4j,JacksonDatabind,codex,vanilla,2,0.3138,Cluster,1,1,0,1,0,1,,,,1,1,2,0,63432,4999,,,514.0
JacksonDatabind_15,hunk4j,JacksonDatabind,codex,vanilla,11,1.1470,Sprawl,0,1,0,1,0,1,,,,5,1,0,4,62491,8221,,,563.0
JacksonDatabind_18,hunk4j,JacksonDatabind,codex,vanilla,9,0.8512,Cluster,1,1,0,3,0,3,,,,1,1,0,0,76637,6821,,,455.0
JacksonDatabind_20,hunk4j,JacksonDatabind,codex,vanilla,2,0.3313,Cluster,0,1,0,1,0,1,,,,1,0,1,1,59615,3865,,,486.0
JacksonDatabind_21,hunk4j,JacksonDatabind,codex,vanilla,2,0.2301,Cluster,1,1,0,1,0,1,,,,1,1,0,0,44844,3056,,,273.0
JacksonDatabind_22,hunk4j,JacksonDatabind,codex,vanilla,12,1.0804,Orbit,0,1,0,1,0,1,,,,2,1,1,1,90991,10744,,,507.0
JacksonDatabind_23,hunk4j,JacksonDatabind,codex,vanilla,7,0.3753,Cluster,1,1,0,1,0,1,,,,1,1,2,0,87471,8668,,,338.0
JacksonDatabind_25,hunk4j,JacksonDatabind,codex,vanilla,4,0.5261,Sprawl,0,1,0,1,0,1,,,,4,1,0,3,89053,3733,,,423.0
JacksonDatabind_29,hunk4j,JacksonDatabind,codex,vanilla,2,0.2608,Cluster,1,1,0,1,0,1,,,,1,1,3,0,92462,14307,,,949.0
JacksonDatabind_30,hunk4j,JacksonDatabind,codex,vanilla,6,0.7909,Sprawl,0,1,0,1,0,1,,,,2,1,1,1,111795,10621,,,492.0
JacksonDatabind_31,hunk4j,JacksonDatabind,codex,vanilla,13,0.7629,Cluster,1,1,0,1,0,1,,,,1,1,2,0,66312,7793,,,491.0
JacksonDatabind_32,hunk4j,JacksonDatabind,codex,vanilla,2,0.4673,Cluster,1,1,0,1,0,1,,,,1,1,4,0,57117,7215,,,455.0
JacksonDatabind_36,hunk4j,JacksonDatabind,codex,vanilla,2,0.2734,Cluster,1,1,0,1,0,1,,,,1,1,2,0,75653,13147,,,728.0
JacksonDatabind_38,hunk4j,JacksonDatabind,codex,vanilla,6,0.7749,Orbit,1,1,0,3,0,3,,,,3,3,0,0,77153,7720,,,417.0
JacksonDatabind_41,hunk4j,JacksonDatabind,codex,vanilla,2,0.1565,Cluster,1,1,0,1,0,1,,,,1,1,0,0,48560,3023,,,284.0
JacksonDatabind_43,hunk4j,JacksonDatabind,codex,vanilla,2,0.3828,Cluster,1,1,0,1,0,1,,,,1,1,0,0,56328,5099,,,284.0
JacksonDatabind_48,hunk4j,JacksonDatabind,codex,vanilla,2,0.1142,Orbit,0,1,0,1,0,1,,,,2,1,0,1,85921,5204,,,521.0
JacksonDatabind_50,hunk4j,JacksonDatabind,codex,vanilla,6,0.7237,Cluster,1,1,0,1,0,1,,,,1,1,2,0,130011,11025,,,798.0
JacksonDatabind_52,hunk4j,JacksonDatabind,codex,vanilla,2,0.3628,Sprawl,1,1,0,1,0,1,,,,2,2,0,0,150109,11487,,,435.0
JacksonDatabind_53,hunk4j,JacksonDatabind,codex,vanilla,7,0.7620,Orbit,0,1,0,1,0,1,,,,2,1,2,1,241904,12065,,,683.0
JacksonDatabind_54,hunk4j,JacksonDatabind,codex,vanilla,2,0.3715,Nucleus,1,1,0,1,0,1,,,,1,1,2,0,40912,4450,,,417.0
JacksonDatabind_55,hunk4j,JacksonDatabind,codex,vanilla,3,0.5930,Cluster,1,1,0,1,0,1,,,,1,1,0,0,62924,4679,,,414.0
JacksonDatabind_56,hunk4j,JacksonDatabind,codex,vanilla,2,0.3253,Cluster,1,1,0,1,0,1,,,,1,1,1,0,67290,7747,,,417.0
JacksonDatabind_59,hunk4j,JacksonDatabind,codex,vanilla,4,0.5816,Sprawl,0,1,0,1,0,1,,,,4,0,1,4,111695,5913,,,584.0
JacksonDatabind_60,hunk4j,JacksonDatabind,codex,vanilla,4,0.6181,Cluster,1,1,0,2,0,2,,,,1,1,0,0,64639,9153,,,700.0
JacksonDatabind_61,hunk4j,JacksonDatabind,codex,vanilla,3,0.2418,Sprawl,0,1,0,1,0,1,,,,2,0,1,2,45937,3018,,,368.0
JacksonDatabind_65,hunk4j,JacksonDatabind,codex,vanilla,3,0.6511,Sprawl,0,1,0,1,0,1,,,,2,1,0,1,38144,4184,,,379.0
JacksonDatabind_66,hunk4j,JacksonDatabind,codex,vanilla,3,0.5067,Cluster,1,1,0,1,0,1,,,,1,1,0,0,46921,3350,,,472.0
JacksonDatabind_68,hunk4j,JacksonDatabind,codex,vanilla,10,0.4392,Cluster,1,1,0,2,0,2,,,,1,1,1,0,76110,7505,,,573.0
JacksonDatabind_69,hunk4j,JacksonDatabind,codex,vanilla,6,0.9105,Cluster,0,1,0,1,0,1,,,,1,0,3,1,66573,4699,,,475.0
JacksonDatabind_72,hunk4j,JacksonDatabind,codex,vanilla,2,0.0000,Cluster,1,1,0,1,0,1,,,,1,1,0,0,47829,3127,,,318.0
JacksonDatabind_73,hunk4j,JacksonDatabind,codex,vanilla,4,0.6578,Orbit,0,1,0,2,0,2,,,,2,1,0,1,92555,7783,,,581.0
JacksonDatabind_75,hunk4j,JacksonDatabind,codex,vanilla,3,0.7290,Cluster,1,1,0,1,0,1,,,,1,1,0,0,57295,5038,,,340.0
JacksonDatabind_77,hunk4j,JacksonDatabind,codex,vanilla,2,0.2107,Cluster,0,1,0,1,0,1,,,,1,0,2,1,67776,4908,,,491.0
JacksonDatabind_78,hunk4j,JacksonDatabind,codex,vanilla,3,0.2236,Cluster,0,1,0,1,0,1,,,,1,0,4,1,50623,5463,,,310.0
JacksonDatabind_79,hunk4j,JacksonDatabind,codex,vanilla,4,0.5917,Sprawl,0,1,0,1,0,1,,,,3,1,1,2,55717,4711,,,545.0
JacksonDatabind_80,hunk4j,JacksonDatabind,codex,vanilla,3,0.4138,Cluster,1,0,0,1,1,0,,,,1,1,0,0,46116,3810,,,362.0
JacksonDatabind_81,hunk4j,JacksonDatabind,codex,vanilla,7,1.1579,Cluster,1,0,0,1,1,0,,,,1,1,0,0,58304,11580,,,383.0
JacksonDatabind_87,hunk4j,JacksonDatabind,codex,vanilla,8,1.1163,Cluster,1,1,0,1,0,1,,,,1,1,0,0,58445,8283,,,209.0
JacksonDatabind_90,hunk4j,JacksonDatabind,codex,vanilla,2,0.2955,Sprawl,0,1,0,1,0,1,,,,2,1,0,1,66656,3913,,,383.0
JacksonDatabind_94,hunk4j,JacksonDatabind,codex,vanilla,2,0.4826,Cluster,1,1,0,1,0,1,,,,1,1,1,0,36343,6645,,,278.0
JacksonDatabind_95,hunk4j,JacksonDatabind,codex,vanilla,4,0.4802,Orbit,0,1,0,1,0,1,,,,2,1,2,1,45904,3787,,,335.0
JacksonDatabind_103,hunk4j,JacksonDatabind,codex,vanilla,26,1.5986,Sprawl,0,0,0,1,1,0,,,,16,2,2,14,90820,10161,,,849.0
JacksonDatabind_104,hunk4j,JacksonDatabind,codex,vanilla,3,0.4630,Cluster,1,0,0,2,1,1,,,,1,1,0,0,35330,3688,,,223.0
JacksonDatabind_105,hunk4j,JacksonDatabind,codex,vanilla,2,0.5879,Cluster,0,0,0,1,1,0,,,,1,0,1,1,62907,3346,,,401.0
JacksonDatabind_108,hunk4j,JacksonDatabind,codex,vanilla,2,0.2682,Cluster,1,0,0,1,1,0,,,,1,1,0,0,51909,3093,,,448.0
JacksonDatabind_109,hunk4j,JacksonDatabind,codex,vanilla,5,0.7022,Orbit,0,0,0,1,1,0,,,,2,1,5,1,67499,13760,,,859.0
JacksonDatabind_110,hunk4j,JacksonDatabind,codex,vanilla,3,0.5842,Cluster,1,0,0,1,1,0,,,,1,1,0,0,72707,6101,,,452.0
JacksonDatabind_111,hunk4j,JacksonDatabind,codex,vanilla,9,0.6818,Sprawl,0,0,0,1,1,0,,,,7,6,3,1,98736,9928,,,850.0
JacksonXml_1,hunk4j,JacksonXml,codex,vanilla,2,0.2139,Nucleus,1,1,0,3,0,3,,,,1,1,0,0,90050,7074,,,304.0
JacksonXml_6,hunk4j,JacksonXml,codex,vanilla,2,0.0000,Cluster,1,1,0,5,0,5,,,,1,1,0,0,54508,8067,,,275.0
Jsoup_3,hunk4j,Jsoup,codex,vanilla,13,1.1402,Sprawl,0,1,0,3,0,3,,,,3,2,0,1,73274,7073,,,397.0
Jsoup_4,hunk4j,Jsoup,codex,vanilla,2,0.4174,Cluster,1,1,0,2,0,2,,,,1,1,0,0,22763,2861,,,125.0
Jsoup_7,hunk4j,Jsoup,codex,vanilla,3,0.3581,Cluster,1,1,0,1,0,1,,,,1,1,2,0,119462,11657,,,486.0
Jsoup_11,hunk4j,Jsoup,codex,vanilla,4,0.6521,Cluster,1,1,0,4,0,4,,,,1,1,0,0,42820,4954,,,152.0
Jsoup_12,hunk4j,Jsoup,codex,vanilla,2,0.2573,Cluster,1,1,0,1,0,1,,,,1,1,0,0,40901,2117,,,302.0
Jsoup_14,hunk4j,Jsoup,codex,vanilla,2,0.3562,Orbit,1,1,0,2,0,2,,,,2,2,0,0,88439,5379,,,208.0
Jsoup_16,hunk4j,Jsoup,codex,vanilla,3,0.6716,Cluster,1,1,0,2,0,2,,,,1,1,0,0,19833,4240,,,88.0
Jsoup_18,hunk4j,Jsoup,codex,vanilla,2,0.4120,Cluster,1,1,0,3,0,3,,,,1,1,0,0,42237,2726,,,123.0
Jsoup_21,hunk4j,Jsoup,codex,vanilla,3,0.5798,Orbit,0,1,0,2,0,2,,,,2,1,0,1,51714,5687,,,246.0
Jsoup_22,hunk4j,Jsoup,codex,vanilla,6,0.7505,Sprawl,0,1,0,3,0,3,,,,3,2,0,1,33823,2515,,,113.0
Jsoup_23,hunk4j,Jsoup,codex,vanilla,2,0.3631,Orbit,1,1,0,1,0,1,,,,2,2,0,0,15095,2865,,,61.0
Jsoup_28,hunk4j,Jsoup,codex,vanilla,6,0.9281,Sprawl,0,1,0,6,0,6,,,,3,2,0,1,27606,4873,,,169.0
Jsoup_29,hunk4j,Jsoup,codex,vanilla,2,0.3827,Cluster,1,1,0,1,0,1,,,,1,1,0,0,22711,1310,,,89.0
Jsoup_30,hunk4j,Jsoup,codex,vanilla,3,0.3184,Cluster,1,1,0,1,0,1,,,,1,1,0,0,30711,2347,,,84.0
Jsoup_31,hunk4j,Jsoup,codex,vanilla,3,0.5628,Orbit,0,1,0,1,0,1,,,,3,1,0,2,31923,2825,,,109.0
Jsoup_36,hunk4j,Jsoup,codex,vanilla,4,0.7263,Cluster,1,0,1,6,0,undefined,,,,1,1,0,0,34299,4705,,,132.0
Jsoup_42,hunk4j,Jsoup,codex,vanilla,2,0.4355,Nucleus,1,1,0,2,0,2,,,,1,1,0,0,17781,2338,,,110.0
Jsoup_50,hunk4j,Jsoup,codex,vanilla,2,0.2212,Nucleus,1,1,0,1,0,1,,,,1,1,0,0,17100,6866,,,430.0
Jsoup_52,hunk4j,Jsoup,codex,vanilla,4,0.8606,Sprawl,0,1,0,7,0,7,,,,3,2,0,1,48967,4754,,,179.0
